92100104,10,13,10,10,30,4,76.5
92100556,0,0,0,0,0,0,0
92100801,7,14,20,6,13,10,70
92100823,7,14,12,10,22,0,65
92100834,6,14,15,9,20,0,63.5
92100845,10,20,16,0,0,0,46
92100918,7,20,0,0,0,0,27
92100931,6,13,10,10,3,1,42
92100986,5,5,0,0,0,0,10
92100997,2,14,4,4,0,0,23.5
92101382,6,14,0,1,1,0,21.5
92103189,5,12,7,10,0,0,34
92103789,0,0,0,0,0,0,0
92103926,0,13,0,10,11,8,42
92103937,0,12,0,10,30,7,59
92104536,7,20,8,5,5,0,45
92104977,7,20,3,5,13,7,54.5
92105481,7,14,2,10,9,0,42
92105916,0,4,0,3,3,0,10
92105951,0,10,10,10,20,8,58
92105962,0,0,0,0,0,0,0
92106045,0,13,0,1,0,0,14
92106056,1,10,18,10,12,3,53.5
92106504,0,0,0,2,0,0,2
92106526,0,6,0,0,0,0,6
92106583,0,7,0,6,0,0,13
92106594,5,4,0,7,0,0,16
92106601,6,18,4,4,0,0,31.5
92107074,0,4,2,1,10,1,18
92107782,0,0,0,0,0,0,0
92107793,0,7,2,0,3,0,12
92108081,0,13,3,2,0,0,18
92108302,0,10,10,9,3,2,33.5
92108657,0,10,2,2,0,3,17
92108679,1,7,2,0,2,0,11.5
92108957,0,0,0,0,0,0,0
92109148,0,13,10,9,11,5,48
92109161,0,6,0,5,0,0,10.5
92109437,0,7,2,10,3,1,23
92110132,7,10,0,0,0,0,17
92110198,0,8,0,0,7,6,21
92110487,0,7,0,9,13,1,30.25
93100271,7,14,5,8,30,10,74
93100558,6,12,4,10,12,6,49.5
93100803,0,10,3,4,13,2,31.5
93100893,0,8,0,10,0,0,18
93102186,0,0,0,0,0,0,0
93102645,0,6,0,0,0,0,6
93102691,0,7,0,10,14,9,40
93102901,5,8,3,3,10,10,39
93102934,0,7,0,0,0,0,7
93102978,5,8,0,0,0,0,13
93103211,5,9,0,0,0,0,14
93103244,6,15,10,10,30,9,79.5
93103266,0,0,0,0,0,0,0
93103533,4,9,0,0,16,0,29
93103577,5,12,0,3,1,1,22
93103696,6,13,0,10,10,1,39.5
93104895,5,7,20,10,30,10,82
93105318,0,0,0,0,0,0,0
93105329,7,12,0,10,12,4,45
93105375,0,8,2,10,12,6,38
93105618,0,0,0,0,0,0,0
93105629,0,0,0,0,0,0,0
93105631,8,18,20,10,26,6,87.75
93105642,6,14,5,5,0,0,29.5
93105675,0,15,20,10,30,10,85
93105686,6,13,10,10,15,2,55.5
93105953,0,14,4,6,13,0,36.5
93105964,5,10,8,10,20,6,59
93105975,5,9,3,9,30,0,55.5
93105997,0,0,0,0,0,0,0
93106574,7,15,6,10,10,2,49.5
93107116,0,0,0,0,0,0,0
93107405,6,19,20,10,30,8,92.5
93107462,0,13,7,8,13,8,49.25
93107484,4,2,6,6,4,3,25
93107705,0,0,0,0,0,0,0
93107749,0,13,10,10,26,5,63.5
93107751,0,12,4,4,4,6,29
93108026,0,5,0,0,0,0,5
93108059,0,12,0,10,19,5,46
93108337,0,13,0,5,8,5,31
93108542,0,0,0,0,0,0,0
93110489,7,14,2,1,10,7,41
93111258,10,20,20,10,15,10,85
93111611,2,14,2,10,24,9,61
93111622,0,12,0,3,1,0,15.5
93111933,5,12,0,1,0,0,17.5
93111944,0,0,0,0,0,0,0
94100176,7,14,14,8,9,5,56.5
94100432,7,17,10,7,6,0,46.5
94101353,0,18,10,10,16,10,64
94101761,0,8,0,0,12,3,23
94101918,7,19,10,4,12,2,54
94101929,5,11,20,10,30,9,85
94101931,7,9,4,5,12,3,40
94102303,0,0,0,0,0,0,0
94102636,0,0,0,0,3,0,3
94102669,2,10,2,4,5,5,28
94102671,7,20,4,9,5,0,45
94102682,6,0,2,0,0,0,7.5
94102947,7,15,5,8,17,10,61.5
94102958,7,12,7,5,3,0,33.5
94102982,5,13,1,7,18,3,47
94103202,6,10,10,7,0,0,32.5
94103213,6,4,10,10,15,5,49.5
94103292,1,14,0,9,5,0,28.5
94103502,7,8,19,7,10,6,57
94103535,0,6,10,3,1,0,20
94103557,7,14,20,1,13,8,63
94103579,7,12,10,6,13,4,52
94103835,7,19,20,10,30,10,96
94104401,6,20,18,0,9,10,62.5
94104626,7,15,2,9,18,10,61
94104648,6,15,10,10,20,9,69.5
94104661,0,13,3,7,5,8,36
94105066,5,17,13,10,12,2,59
94105322,6,14,10,10,11,0,50.5
94105333,0,0,0,0,0,0,0
94105377,7,18,16,0,11,2,54
94105644,7,9,2,5,30,4,56.5
94105677,6,7,10,6,3,6,37.5
94105909,6,19,8,10,26,6,74.5
94105911,5,13,10,10,4,3,45
94105933,7,20,20,10,26,10,92.5
94105944,5,6,0,0,0,0,11
94105955,7,9,5,10,4,5,39.5
94105966,0,14,0,0,5,0,19
94105977,0,13,0,4,4,2,23
94105999,7,17,8,10,8,3,53
94106219,5,12,2,3,0,0,22
94106221,5,20,0,10,8,2,45
94106232,1,4,8,4,9,1,27
94106243,6,10,10,7,10,8,51
94106254,6,20,20,10,30,10,96
94106508,6,17,10,9,26,5,72.5
94106519,0,9,10,10,13,8,50
94106532,6,19,10,9,15,5,63.5
94106576,1,18,10,10,19,7,64.5
94106808,6,6,2,9,13,5,40
94106819,6,8,4,7,4,2,31
94106865,6,16,13,10,20,10,74.5
94106876,6,9,11,8,13,8,54.5
94107129,0,0,0,0,0,0,0
94107131,0,4,0,10,13,3,30
94107153,6,8,2,5,2,0,22.5
94107175,0,0,0,0,0,0,0
94107418,6,4,18,10,22,7,66.5
94107429,6,16,8,10,23,7,69.5
94107431,0,0,0,0,0,0,0
94107442,7,19,10,10,10,7,63
94107453,2,20,10,10,20,10,72
94107464,5,11,3,9,18,10,56
94107486,0,12,3,6,5,1,27
94107707,0,10,0,2,5,0,17
94107729,6,20,3,7,10,7,52.75
94107731,6,16,4,9,7,4,45.5
94107753,0,11,2,0,4,1,18
94107786,5,6,2,4,0,0,16.5
94108006,1,13,6,10,10,6,46
94108028,6,20,4,10,16,7,62.5
94108063,6,16,10,0,13,10,55
94108085,6,9,4,8,13,1,41
94108306,0,9,2,10,15,8,44
94108317,7,8,2,5,3,3,28
94108374,0,12,4,8,3,8,35
94108403,6,15,10,2,3,0,35
94108436,0,13,0,10,3,0,26
94108447,8,20,10,10,30,8,86
94108458,0,11,3,10,15,5,44
94109284,7,15,20,10,10,2,64
94109295,6,14,4,3,0,0,26
94109595,1,11,16,8,5,3,44.25
94109805,7,11,20,0,6,9,53
94109862,7,16,3,10,2,0,38
94109895,6,13,2,3,10,0,33.5
94110147,0,14,20,10,14,3,61
94110169,5,10,20,10,30,9,84
94110182,10,20,20,10,30,10,99.5
94110209,0,0,0,0,0,0,0
95101706,10,14,10,10,16,8,68
95102265,10,12,20,10,26,10,88
95103215,7,18,10,8,15,10,68
95103259,6,15,5,10,14,8,57.5
95103345,6,11,3,6,21,1,47
95103356,6,13,12,6,30,10,76.5
95103645,8,13,20,10,18,10,78.5
95104352,6,14,20,10,16,10,76
95104747,0,0,0,0,0,0,0
95105046,0,0,0,0,0,0,0
95105295,7,14,20,10,22,10,83
95105602,7,19,12,10,22,10,79.5
95105635,0,0,0,0,0,0,0
95105913,6,12,20,10,30,10,87.5
95105935,7,12,20,4,10,6,59
95105946,7,18,10,2,13,5,54.75
95105957,6,20,20,10,30,8,93.5
95105979,1,20,4,10,30,10,75
95105992,6,18,10,9,6,10,59.25
95106201,7,16,10,10,19,9,70.5
95106234,0,8,8,10,24,10,60
95106291,0,0,0,0,0,0,0
95106512,5,20,10,6,16,10,66.5
95106534,0,0,0,0,0,0,0
95106556,6,17,3,10,1,3,39.5
95106589,0,0,0,0,0,0,0
95106715,6,18,10,6,13,9,61.5
95106761,7,18,14,10,20,8,76.5
95107199,0,11,0,10,18,6,45
95107528,7,20,10,8,18,10,72.5
95107925,7,20,15,10,30,7,88.5
95108427,9,13,15,9,30,4,80
95108484,9,20,20,10,30,10,99
95109218,6,11,20,10,18,6,70.5
95109231,10,10,20,10,30,6,86
95109529,7,19,4,10,10,10,60
95109915,6,14,4,6,3,0,32.5
95109926,10,15,20,10,30,9,94
